#,YEAR,LVL,PITCHER,NAME,PITCHES,PITCH_SEQUENCE,1st Pitch Type,2nd Pitch Type,Break:Tunnel,Plate Diff,Release Diff,Tunnel Differential,Flight Time Diff,Post-tunnel Break,Release:Tunnel,hit_speed_avg,hit_angle_avg,swinging.strike,strike.rate,ground,line_drive,fly_ball,pop_up,,Statcast combo
1,2016,mlb,46437,Ross Ohlendorf,61,CH|CH,CH,CH,0.0655,1.369,0.1172,0.7709,0.0044,0.0505,0.152,100.35,21.5066666666667,0.19047619047619,0.619047619047619,0,0.666666666666667,0.333333333333333,0,,CH|CH
2,2016,mlb,46437,Ross Ohlendorf,102,CH|FA,CH,FA,0.2398,1.6344,0.1391,0.8351,0.037,0.2003,0.1665,89,17.5646153846154,0.148936170212766,0.531914893617021,0.307692307692308,0.384615384615385,0.307692307692308,0,,CH|FF
3,2016,mlb,46437,Ross Ohlendorf,94,FA|CH,FA,CH,0.224,1.6546,0.1447,0.8801,0.0362,0.1971,0.1644,88.1333333333333,11.3761538461538,0.227272727272727,0.431818181818182,0.461538461538462,0.153846153846154,0.384615384615385,0,,FF|CH
4,2016,mlb,46437,Ross Ohlendorf,290,FA|FA,FA,FA,0.0563,1.3834,0.1477,0.7888,0.0024,0.0444,0.1873,88.8295454545455,27.8124,0.118918918918919,0.502702702702703,0.26,0.18,0.48,0.08,,FF|FF
5,2016,mlb,46437,Ross Ohlendorf,90,FA|SL,FA,SL,0.5215,2.3308,0.3028,1.0163,0.0599,0.53,0.2979,91.57,12.102,0.326530612244898,0.571428571428571,0.6,0.3,0.1,0,,FF|SL
6,2016,mlb,46437,Ross Ohlendorf,86,SL|FA,SL,FA,0.4706,2.2695,0.3003,1.1844,0.0653,0.5574,0.2535,94.0714285714286,6.2375,0.1,0.5,0.5,0.25,0.25,0,,SL|FF
